	Species	Genes	Brucella abortus 2308	Brucella canis ATCC 23365	Brucella ceti TE10759-12	Brucella microti CCM 4915	Brucella suis 1330	mean ZH-Score
964	5	5	WP_002964386.1	WP_002967744.1	WP_002967744.1	WP_002967744.1	WP_002967744.1	10408.6355
608	5	5	WP_002965600.1	WP_002965600.1	WP_002965600.1	WP_002965600.1	WP_002965600.1	10392.209766666665
2595	5	5	WP_002965099.1	WP_004685261.1	WP_004685261.1	WP_004685261.1	WP_006191007.1	10356.317514285713
2560	5	5	WP_002964606.1	WP_004691566.1	WP_006174504.1	WP_002964606.1	WP_006190652.1	10351.393968749999
2357	5	5	WP_002970986.1	WP_006132435.1	WP_002970986.1	WP_002970986.1	WP_006132435.1	10330.026306250002
1069	5	5	WP_002969456.1	WP_002969456.1	WP_002969456.1	WP_012783899.1	WP_002969456.1	10282.746571428575
2184	5	5	WP_002963806.1	WP_004691926.1	WP_004685528.1	WP_015799554.1	WP_004691926.1	10257.989166666664
2011	5	5	WP_002964116.1	WP_004690819.1	WP_006174174.1	WP_006160992.1	WP_004690819.1	10190.13559090909
1913	5	5	WP_002964920.1	WP_004690511.1	WP_002964920.1	WP_002964920.1	WP_004690511.1	10181.391264705884
2858	5	5	WP_002965849.1	WP_004690297.1	WP_006175335.1	WP_004689079.1	WP_006278951.1	10159.98583846154
169	5	5	WP_002964032.1	WP_002964032.1	WP_002964032.1	WP_002964032.1	WP_002964032.1	10148.235054166667
1267	5	5	WP_002964024.1	WP_004683706.1	WP_004683706.1	WP_015799591.1	WP_004683706.1	10139.876668
983	5	5	WP_002964901.1	WP_002967942.1	WP_002967942.1	WP_002967942.1	WP_002967942.1	10088.47556
1917	5	5	WP_002963435.1	WP_004690531.1	WP_004689448.1	WP_004689448.1	WP_004690531.1	10017.121153846154
392	5	5	WP_002964812.1	WP_002964812.1	WP_002964812.1	WP_002964812.1	WP_002964812.1	9928.370355555557
1379	5	5	WP_002969438.1	WP_004686532.1	WP_004686532.1	WP_004686532.1	WP_004686532.1	9904.645480000001
1063	5	5	WP_002969365.1	WP_002969365.1	WP_002969365.1	WP_002969365.1	WP_002969365.1	9895.114158333334
1245	5	5	WP_002963638.1	WP_004683145.1	WP_004683145.1	WP_004683145.1	WP_004683145.1	9887.680470000001
1799	5	5	WP_002966161.1	WP_004690160.1	WP_002966161.1	WP_002966161.1	WP_004690160.1	9847.122736363635
1974	5	5	WP_002963822.1	WP_004690709.1	WP_004689580.1	WP_004689580.1	WP_004690709.1	9837.734783333333
2756	5	5	WP_002968959.1	WP_004692222.1	WP_004684930.1	WP_004684930.1	WP_006192024.1	9833.39404347826
220	5	5	WP_002964245.1	WP_002964245.1	WP_002964245.1	WP_002964245.1	WP_002964245.1	9818.438807692308
1188	5	5	WP_002966504.1	WP_004689966.1	WP_006175891.1	WP_004681235.1	WP_004681235.1	9751.779363636364
449	5	5	WP_002964999.1	WP_002964999.1	WP_002964999.1	WP_002964999.1	WP_002964999.1	9723.548999999999
1875	5	5	WP_002967385.1	WP_004690415.1	WP_004687025.1	WP_004687025.1	WP_004690415.1	9719.86068095238
1505	5	5	WP_002963539.1	WP_004688015.1	WP_004688015.1	WP_004688015.1	WP_004688015.1	9694.715979310346
1667	5	5	WP_002965167.1	WP_006133015.1	WP_006160383.1	WP_004689334.1	WP_004689334.1	9680.695842105262
934	5	5	WP_002967363.1	WP_002967363.1	WP_006273365.1	WP_002967363.1	WP_002967363.1	9678.841577777777
776	5	5	WP_002966321.1	WP_002966321.1	WP_002966321.1	WP_002966321.1	WP_002966321.1	9678.841577777777
2483	5	5	WP_002963962.1	WP_002967582.1	WP_002967582.1	WP_015799582.1	WP_006190107.1	9651.914180952383
1009	5	5	WP_002966445.1	WP_012219721.1	WP_006175835.1	WP_002968260.1	WP_002968260.1	9640.044014285715
205	5	5	WP_002964149.1	WP_002964149.1	WP_002964149.1	WP_002964149.1	WP_002964149.1	9631.972712903225
2352	5	5	WP_002965678.1	WP_004690381.1	WP_006074106.1	WP_006074106.1	WP_006074106.1	9625.863021875
2658	5	5	WP_002966584.1	WP_004689929.1	WP_002966584.1	WP_015799992.1	WP_006191549.1	9624.413355555555
2334	5	5	WP_002966353.1	WP_006073355.1	WP_002966353.1	WP_002966353.1	WP_006073355.1	9612.342726666666
1348	5	5	WP_002966534.1	WP_004685146.1	WP_004685146.1	WP_004685146.1	WP_004685146.1	9601.146408695653
2006	5	5	WP_002964069.1	WP_004690805.1	WP_002964069.1	WP_015799598.1	WP_004690805.1	9599.524688888887
792	5	5	WP_002966377.1	WP_002966377.1	WP_002966377.1	WP_002966377.1	WP_002966377.1	9588.341713513513
1539	5	5	WP_002963979.1	WP_004688259.1	WP_004688259.1	WP_004688259.1	WP_004688259.1	9557.27663888889
2813	5	5	WP_002965565.1	WP_004690424.1	WP_006161693.1	WP_002965565.1	WP_006192296.1	9527.65244
2051	5	5	WP_002966882.1	WP_004690959.1	WP_006161179.1	WP_004685736.1	WP_004690959.1	9458.265261538463
1330	5	5	WP_002965324.1	WP_004684638.1	WP_004684638.1	WP_004684638.1	WP_004684638.1	9455.900369565217
2730	5	5	WP_002966144.1	WP_004692316.1	WP_006175555.1	WP_002966144.1	WP_006191925.1	9452.739108
2773	5	5	WP_002968954.1	WP_004690285.1	WP_006175357.1	WP_015799916.1	WP_006192123.1	9424.57252413793
1838	5	5	WP_002965823.1	WP_004690316.1	WP_002965823.1	WP_002965823.1	WP_004690316.1	9397.181052941174
535	5	5	WP_002965276.1	WP_002965276.1	WP_002965276.1	WP_012783811.1	WP_002965276.1	9315.424105263157
2642	5	5	WP_002965482.1	WP_002965482.1	WP_002965482.1	WP_002965482.1	WP_006191292.1	9313.565025
633	5	5	WP_002965679.1	WP_002965679.1	WP_002965679.1	WP_002965679.1	WP_002965679.1	9308.975742424243
2330	5	6	WP_233279731.1,WP_233279732.1	WP_006133612.1	WP_004687538.1	WP_012783788.1	WP_006073269.1	9299.284475
1449	5	5	WP_002966505.1	WP_004687565.1	WP_004687565.1	WP_004687565.1	WP_004687565.1	9271.11502
1955	5	5	WP_002963707.1	WP_004690657.1	WP_002963707.1	WP_002963707.1	WP_004690657.1	9257.115923076923
309	5	5	WP_002966890.1	WP_002964525.1	WP_002964525.1	WP_002964525.1	WP_002964525.1	9243.839666666665
290	5	5	WP_002964452.1	WP_002964452.1	WP_002964452.1	WP_002964452.1	WP_002964452.1	9232.858375
2687	5	5	WP_002971281.1	WP_006133644.1	WP_002971281.1	WP_015799811.1	WP_006191708.1	9208.884623076923
2059	5	5	WP_002964506.1	WP_004690976.1	WP_006174454.1	WP_006213848.1	WP_004690976.1	9204.303666666667
1908	5	5	WP_002964871.1	WP_004690494.1	WP_004690494.1	WP_004690494.1	WP_004690494.1	9151.774771428574
765	5	5	WP_002966274.1	WP_002966274.1	WP_002966274.1	WP_002966274.1	WP_002966274.1	9147.828644444446
2209	5	5	WP_002967031.1	WP_004692077.1	WP_004687758.1	WP_004687758.1	WP_004692077.1	9129.8455
958	5	5	WP_002964292.1	WP_002967716.1	WP_002967716.1	WP_002967716.1	WP_002967716.1	9121.1384125
2849	5	5	WP_002965341.1	WP_004692033.1	WP_006173613.1	WP_004684644.1	WP_006278671.1	9105.380028571428
2203	5	5	WP_002965378.1	WP_004692021.1	WP_006173640.1	WP_006160491.1	WP_004692021.1	9102.287516129034
2807	5	5	WP_002965588.1	WP_004690414.1	WP_002965588.1	WP_002965588.1	WP_006192273.1	9084.632
2896	5	5	WP_002963767.1	WP_002963767.1	WP_006173948.1	WP_002963767.1	WP_041594666.1	9075.751639999999
857	5	5	WP_002966629.1	WP_002966629.1	WP_002966629.1	WP_002966629.1	WP_002966629.1	9046.879547826087
614	5	5	WP_002965614.1	WP_002965614.1	WP_002965614.1	WP_002965614.1	WP_002965614.1	9036.790740909091
1207	5	5	WP_002966023.1	WP_004681910.1	WP_006175471.1	WP_004681910.1	WP_004681910.1	8987.167461111112
2493	5	5	WP_002964041.1	WP_004690791.1	WP_006167621.1	WP_006167621.1	WP_006190150.1	8948.313238235292
173	5	5	WP_002964042.1	WP_002964042.1	WP_002964042.1	WP_002964042.1	WP_002964042.1	8948.313238235292
126	5	5	WP_002963895.1	WP_002963895.1	WP_002963895.1	WP_002963895.1	WP_002963895.1	8947.068721739131
1572	5	5	WP_002964470.1	WP_004688520.1	WP_004688520.1	WP_004688520.1	WP_004688520.1	8943.150866666667
617	5	5	WP_002965619.1	WP_002965619.1	WP_002965619.1	WP_002965619.1	WP_002965619.1	8939.46201764706
1637	5	5	WP_002966035.1	WP_004689010.1	WP_004689010.1	WP_004689010.1	WP_004689010.1	8930.800899999998
2406	5	5	WP_002969411.1	WP_004691895.1	WP_041597611.1	WP_006174105.1	WP_006174105.1	8923.806533333334
2606	5	5	WP_002965223.1	WP_004691182.1	WP_004684581.1	WP_015799799.1	WP_006191088.1	8922.646
2016	5	5	WP_002964151.1	WP_004690835.1	WP_006174198.1	WP_015799617.1	WP_004690835.1	8888.668391666666
1215	5	5	WP_002965875.1	WP_004682096.1	WP_004682096.1	WP_004682096.1	WP_004682096.1	8867.051633333333
1555	5	5	WP_002969106.1	WP_004688376.1	WP_004688376.1	WP_004688376.1	WP_004688376.1	8853.107335714287
817	5	5	WP_002966455.1	WP_002966455.1	WP_002966455.1	WP_012783789.1	WP_002966455.1	8843.781154545453
354	5	5	WP_002964659.1	WP_006132825.1	WP_002964659.1	WP_015799703.1	WP_002964659.1	8817.30504761905
901	5	5	WP_002966975.1	WP_004692823.1	WP_002966975.1	WP_002966975.1	WP_002966975.1	8807.782964705882
1766	5	5	WP_002967369.1	WP_004690043.1	WP_006175743.1	WP_015799818.1	WP_004690043.1	8775.314133333331
1132	5	5	WP_002971389.1	WP_002971389.1	WP_002971389.1	WP_002971389.1	WP_002971389.1	8761.931955555556
455	5	5	WP_002965009.1	WP_002965009.1	WP_002965009.1	WP_002965009.1	WP_002965009.1	8743.790454545457
943	5	5	WP_002967466.1	WP_002967466.1	WP_002967466.1	WP_002967466.1	WP_002967466.1	8743.250966666665
1196	5	5	WP_002966329.1	WP_004681542.1	WP_004681542.1	WP_004681542.1	WP_004681542.1	8724.258752631582
648	5	5	WP_002967221.1	WP_002965732.1	WP_006161820.1	WP_002965732.1	WP_002965732.1	8680.942720000003
1333	5	5	WP_002965362.1	WP_004692028.1	WP_004684656.1	WP_049760790.1	WP_004684656.1	8660.340421052633
658	5	5	WP_002965766.1	WP_002965766.1	WP_006175276.1	WP_002965766.1	WP_002965766.1	8649.049004999999
39	5	5	WP_002963563.1	WP_002963563.1	WP_002963563.1	WP_012783880.1	WP_002963563.1	8642.373716666667
95	5	5	WP_002963808.1	WP_002963808.1	WP_002963808.1	WP_002963808.1	WP_002963808.1	8580.09844
2568	5	5	WP_002964660.1	WP_004691546.1	WP_002964660.1	WP_015799704.1	WP_006190690.1	8572.360681818182
1458	5	5	WP_002966623.1	WP_004689911.1	WP_004687627.1	WP_004687627.1	WP_004687627.1	8571.475496428571
2469	5	5	WP_002963898.1	WP_002963898.1	WP_002963898.1	WP_015799568.1	WP_006190067.1	8546.543329999999
2040	5	5	WP_002964318.1	WP_006132731.1	WP_006174317.1	WP_015799646.1	WP_004690908.1	8541.343638461538
2829	5	5	WP_002966969.1	WP_004690497.1	WP_023598533.1	WP_015799740.1	WP_006192553.1	8485.756
1117	5	5	WP_002971152.1	WP_002971152.1	WP_002971152.1	WP_002971152.1	WP_002971152.1	8442.316455555556
259	5	5	WP_002964354.1	WP_002964354.1	WP_002964354.1	WP_002964354.1	WP_002964354.1	8442.298473076924
1160	5	5	WP_002971887.1	WP_002971887.1	WP_002971887.1	WP_002971887.1	WP_002971887.1	8435.371360000001
2132	5	5	WP_002965282.1	WP_004691218.1	WP_002965282.1	WP_002965282.1	WP_004691218.1	8392.845333333333
1745	5	5	WP_002966519.1	WP_004689962.1	WP_002966519.1	WP_006073205.1	WP_004689962.1	8369.107657142858
2891	5	5	WP_002966378.1	WP_014315905.1	WP_006175777.1	WP_041594785.1	WP_024768047.1	8349.59045744681
2442	5	5	WP_002963699.1	WP_004688104.1	WP_004688104.1	WP_004688104.1	WP_006189967.1	8346.768592857143
1791	5	5	WP_002966200.1	WP_004690130.1	WP_006175610.1	WP_004690130.1	WP_004690130.1	8318.512340000001
2384	5	5	WP_002970554.1	WP_006133473.1	WP_006175245.1	WP_006133473.1	WP_006133473.1	8316.967928571428
931	5	5	WP_002967344.1	WP_002967344.1	WP_002967344.1	WP_002967344.1	WP_002967344.1	8262.306407142858
2254	5	5	WP_002966488.1	WP_004692595.1	WP_006175883.1	WP_004681262.1	WP_004692595.1	8260.47235
839	5	5	WP_002966539.1	WP_002966539.1	WP_002966539.1	WP_002966539.1	WP_002966539.1	8230.52897142857
921	5	5	WP_002967212.1	WP_002967212.1	WP_002967212.1	WP_002967212.1	WP_002967212.1	8228.187877777778
1006	5	5	WP_002967158.1	WP_002968215.1	WP_023598582.1	WP_002968215.1	WP_002968215.1	8224.730914285714
2137	5	5	WP_002965347.1	WP_004691283.1	WP_002965347.1	WP_002965347.1	WP_004691283.1	8218.767588888886
2255	5	5	WP_002966614.1	WP_004692683.1	WP_006162351.1	WP_002966614.1	WP_004692683.1	8198.553525
2533	5	5	WP_002969558.1	WP_004691684.1	WP_006012971.1	WP_006012971.1	WP_006190523.1	8186.889999999999
965	5	5	WP_002964404.1	WP_004690930.1	WP_002967751.1	WP_002967751.1	WP_002967751.1	8186.889999999999
162	5	5	WP_002964014.1	WP_004690783.1	WP_002964014.1	WP_002964014.1	WP_002964014.1	8146.580957142857
1342	5	5	WP_002966036.1	WP_004684953.1	WP_006175476.1	WP_004684953.1	WP_004684953.1	8133.32608
501	5	5	WP_002965162.1	WP_002965162.1	WP_002965162.1	WP_002965162.1	WP_002965162.1	8117.815333333334
1699	5	5	WP_002964023.1	WP_004689639.1	WP_002964023.1	WP_002964023.1	WP_004689639.1	8097.610846666666
1938	5	5	WP_002963605.1	WP_004690604.1	WP_006173816.1	WP_004685467.1	WP_004690604.1	8061.146590476191
2001	5	5	WP_002964019.1	WP_004690785.1	WP_006174102.1	WP_002964019.1	WP_004690785.1	8057.831218181819
2145	5	5	WP_002967091.1	WP_004691344.1	WP_006167953.1	WP_004691344.1	WP_004691344.1	8055.194825
2836	5	5	WP_002970316.1	WP_006132912.1	WP_002970316.1	WP_002970316.1	WP_006192578.1	8030.140014814813
1091	5	5	WP_002970090.1	WP_002970090.1	WP_002970090.1	WP_002970090.1	WP_002970090.1	8027.010933333334
1662	5	5	WP_002965054.1	WP_004689294.1	WP_006173476.1	WP_004689294.1	WP_004689294.1	8014.90959047619
1930	5	5	WP_002963542.1	WP_004690580.1	WP_002963542.1	WP_002963542.1	WP_004690580.1	8014.226215000002
2672	5	5	WP_006077544.1	WP_004692616.1	WP_006175905.1	WP_012783774.1	WP_006191582.1	7976.0869375
1911	5	5	WP_006076856.1	WP_004690508.1	WP_006174780.1	WP_004688741.1	WP_004690508.1	7969.658923076923
2163	5	5	WP_002967853.1	WP_012219681.1	WP_025198325.1	WP_004688636.1	WP_004691527.1	7837.702423076922
2304	5	5	WP_002964682.1	WP_004691043.1	WP_006174554.1	WP_002964682.1	WP_006071257.1	7835.636114285714
647	5	5	WP_002967220.1	WP_002965729.1	WP_002965729.1	WP_002965729.1	WP_002965729.1	7825.021804761904
115	5	5	WP_002963854.1	WP_002963854.1	WP_002963854.1	WP_002963854.1	WP_002963854.1	7817.372505882353
602	5	5	WP_002965586.1	WP_002965586.1	WP_002965586.1	WP_002965586.1	WP_002965586.1	7794.315783333334
1769	5	5	WP_002966318.1	WP_004690057.1	WP_002966318.1	WP_015799821.1	WP_004690057.1	7788.2584318181825
1450	5	5	WP_002970474.1	WP_004687568.1	WP_004687568.1	WP_004687568.1	WP_004687568.1	7757.67640909091
331	5	5	WP_002964604.1	WP_002964604.1	WP_006174500.1	WP_002964604.1	WP_002964604.1	7748.169725
2327	5	5	WP_002966663.1	WP_006073020.1	WP_002966663.1	WP_002966663.1	WP_006073020.1	7730.7980166666675
632	5	5	WP_002965677.1	WP_002965677.1	WP_002965677.1	WP_002965677.1	WP_002965677.1	7710.957504347824
1597	5	5	WP_002964890.1	WP_004688727.1	WP_006174777.1	WP_004688727.1	WP_004688727.1	7694.5984499999995
2513	5	5	WP_002971427.1	WP_006070844.1	WP_006174273.1	WP_171982649.1	WP_006190462.1	7684.741
387	5	5	WP_002964792.1	WP_002964792.1	WP_002964792.1	WP_006163336.1	WP_002964792.1	7666.895028571428
2734	5	5	WP_002967305.1	WP_004692295.1	WP_006273613.1	WP_015799866.1	WP_006191945.1	7630.5072
2518	5	5	WP_002964265.1	WP_006132719.1	WP_002964265.1	WP_002964265.1	WP_006190476.1	7625.5318720000005
325	5	5	WP_002969580.1	WP_002964581.1	WP_002964581.1	WP_002964581.1	WP_002964581.1	7613.665800000001
643	5	5	WP_002965719.1	WP_002965719.1	WP_002965719.1	WP_015799950.1	WP_002965719.1	7612.677053846156
2238	5	5	WP_002968982.1	WP_004692399.1	WP_006641605.1	WP_006641605.1	WP_004692399.1	7597.087535714287
1353	5	5	WP_002965419.1	WP_004685378.1	WP_004685378.1	WP_004685378.1	WP_004685378.1	7591.668221875
2793	5	5	WP_002965680.1	WP_002965680.1	WP_002965680.1	WP_002965680.1	WP_006192222.1	7585.786472727271
2582	5	5	WP_002965012.1	WP_004692106.1	WP_002965012.1	WP_002965012.1	WP_006190946.1	7556.000727272727
1494	5	5	WP_002967114.1	WP_004687917.1	WP_004687917.1	WP_004687917.1	WP_004687917.1	7532.5923920000005
176	5	5	WP_002964051.1	WP_002964051.1	WP_002964051.1	WP_002964051.1	WP_002964051.1	7501.612388461537
622	5	5	WP_002965642.1	WP_002965642.1	WP_245590937.1	WP_002965642.1	WP_002965642.1	7499.0778
2745	5	5	WP_002966042.1	WP_004690213.1	WP_002966042.1	WP_002966042.1	WP_006191995.1	7488.08675
1529	5	5	WP_002963856.1	WP_004691914.1	WP_006174005.1	WP_004688196.1	WP_004688196.1	7481.237285714285
2808	5	5	WP_002965585.1	WP_002965585.1	WP_002965585.1	WP_002965585.1	WP_006192275.1	7478.531209999999
1441	5	5	WP_002966343.1	WP_004687479.1	WP_006175741.1	WP_004687479.1	WP_004687479.1	7440.253516666668
534	5	5	WP_002967062.1	WP_002965274.1	WP_006173572.1	WP_002965274.1	WP_002965274.1	7437.24136111111
1443	5	5	WP_002966372.1	WP_004692518.1	WP_006175768.1	WP_004687494.1	WP_004687494.1	7398.157453846153
2613	5	5	WP_002965283.1	WP_004692044.1	WP_004692044.1	WP_012783813.1	WP_006191117.1	7392.170357142857
1775	5	5	WP_002966296.1	WP_004690074.1	WP_002966296.1	WP_015799826.1	WP_004690074.1	7388.27816923077
1630	5	5	WP_002970693.1	WP_004688982.1	WP_004688982.1	WP_004688982.1	WP_004688982.1	7384.317732
1384	5	5	WP_002964333.1	WP_004686962.1	WP_004686962.1	WP_004686962.1	WP_004686962.1	7370.506425
561	5	5	WP_002965361.1	WP_004691295.1	WP_002965361.1	WP_002965361.1	WP_002965361.1	7367.6563117647065
1633	5	5	WP_002966060.1	WP_004689002.1	WP_004689002.1	WP_004689002.1	WP_004689002.1	7353.863054545454
1740	5	5	WP_002966550.1	WP_004689948.1	WP_006175944.1	WP_004688798.1	WP_004689948.1	7326.00897
2047	5	5	WP_002966859.1	WP_004690933.1	WP_006174380.1	WP_015799657.1	WP_004690933.1	7298.783200000001
2208	5	5	WP_002965168.1	WP_004692071.1	WP_006173531.1	WP_015799786.1	WP_004692071.1	7294.589999999998
1076	5	5	WP_002969568.1	WP_002969568.1	WP_002969568.1	WP_002969568.1	WP_002969568.1	7289.606333333334
2746	5	5	WP_002966039.1	WP_004689008.1	WP_004689008.1	WP_015799882.1	WP_006191997.1	7274.816860606062
283	5	5	WP_002966862.1	WP_002964417.1	WP_002964417.1	WP_002964417.1	WP_002964417.1	7262.761040000002
2699	5	5	WP_002967350.1	WP_004692453.1	WP_006175677.1	WP_004681614.1	WP_006191775.1	7254.068437931033
2081	5	5	WP_002964698.1	WP_004691051.1	WP_004688632.1	WP_004688632.1	WP_004691051.1	7226.390511111112
1284	5	5	WP_002964406.1	WP_004683946.1	WP_004683946.1	WP_004683946.1	WP_004683946.1	7200.223842857143
988	5	5	WP_002965025.1	WP_002967984.1	WP_002967984.1	WP_002967984.1	WP_002967984.1	7189.2184916666665
2277	5	5	WP_002972170.1	WP_005971939.1	WP_005971939.1	WP_005971939.1	WP_005971939.1	7162.789513636363
2668	5	5	WP_002968812.1	WP_004689950.1	WP_002966546.1	WP_002966546.1	WP_006191568.1	7138.246505555555
2851	5	5	WP_002967135.1	WP_012219786.1	WP_006640919.1	WP_006640919.1	WP_006278797.1	7137.819600000001
897	5	5	WP_002966918.1	WP_004691031.1	WP_002966918.1	WP_002966918.1	WP_002966918.1	7132.9038
1804	5	5	WP_002967307.1	WP_004690179.1	WP_002967307.1	WP_015799865.1	WP_004690179.1	7123.215161290323
1221	5	5	WP_002967226.1	WP_004682297.1	WP_004682297.1	WP_004682297.1	WP_004682297.1	7090.4466882352945
320	5	5	WP_002964559.1	WP_002964559.1	WP_002964559.1	WP_002964559.1	WP_002964559.1	7080.336035714287
1408	5	5	WP_002965848.1	WP_004687161.1	WP_006175334.1	WP_004687161.1	WP_004687161.1	7054.255185714284
1248	5	5	WP_002963778.1	WP_004683353.1	WP_004683353.1	WP_004683353.1	WP_004683353.1	7046.394945454545
2529	5	5	WP_002964362.1	WP_004688461.1	WP_006174334.1	WP_004688461.1	WP_006190502.1	7039.145206250001
1872	5	5	WP_002969384.1	WP_004690409.1	WP_004682472.1	WP_015799964.1	WP_004690409.1	6998.912904000001
99	5	5	WP_002963813.1	WP_002963813.1	WP_002963813.1	WP_002963813.1	WP_002963813.1	6998.473231818181
1186	5	5	WP_002966551.1	WP_004681171.1	WP_004681171.1	WP_004681171.1	WP_004681171.1	6993.618000000002
1783	5	5	WP_002966235.1	WP_004690103.1	WP_004688911.1	WP_004688911.1	WP_004690103.1	6984.956139999999
179	5	5	WP_002964054.1	WP_002964054.1	WP_006174122.1	WP_002964054.1	WP_002964054.1	6973.777520833333
2176	5	5	WP_002969398.1	WP_004691843.1	WP_004691843.1	WP_004691843.1	WP_004691843.1	6949.333046153844
716	5	5	WP_002966053.1	WP_002966053.1	WP_006175487.1	WP_006164636.1	WP_002966053.1	6947.498364285718
698	5	5	WP_002965986.1	WP_002965986.1	WP_006171229.1	WP_002965986.1	WP_002965986.1	6936.940603448275
318	5	5	WP_002964551.1	WP_006253181.1	WP_002964551.1	WP_002964551.1	WP_002964551.1	6926.954727272728
2262	5	5	WP_002970149.1	WP_005967970.1	WP_005967970.1	WP_005967970.1	WP_005967970.1	6924.184690909091
2021	5	5	WP_002964187.1	WP_004690851.1	WP_002964187.1	WP_002964187.1	WP_004690851.1	6922.245690625
963	5	5	WP_002964377.1	WP_002967741.1	WP_002967741.1	WP_002967741.1	WP_002967741.1	6904.638666666667
567	5	5	WP_002965388.1	WP_002965388.1	WP_006160497.1	WP_002965388.1	WP_002965388.1	6899.203940000001
2586	5	5	WP_002967006.1	WP_004691108.1	WP_004687702.1	WP_004687702.1	WP_006190962.1	6895.780571428572
473	5	5	WP_002965069.1	WP_002965069.1	WP_002965069.1	WP_041594716.1	WP_002965069.1	6895.2199538461555
1513	5	5	WP_002963645.1	WP_004690625.1	WP_006173836.1	WP_004688070.1	WP_004688070.1	6892.140094736842
393	5	5	WP_002964813.1	WP_002964813.1	WP_002964813.1	WP_002964813.1	WP_002964813.1	6886.719376923078
370	5	5	WP_002964735.1	WP_002964735.1	WP_002964735.1	WP_015799719.1	WP_002964735.1	6865.81904074074
2871	5	5	WP_002964940.1	WP_002964940.1	WP_006641906.1	WP_002964940.1	WP_011069061.1	6832.989
576	5	5	WP_002965426.1	WP_002965426.1	WP_002965426.1	WP_002965426.1	WP_002965426.1	6823.384325806451
1902	5	5	WP_002964852.1	WP_004690482.1	WP_002964852.1	WP_002964852.1	WP_004690482.1	6778.097616666667
2496	5	5	WP_002964104.1	WP_004685627.1	WP_004685627.1	WP_004685627.1	WP_006190188.1	6744.505445454545
140	5	5	WP_002963944.1	WP_002963944.1	WP_002963944.1	WP_002963944.1	WP_002963944.1	6743.463827272728
2317	5	5	WP_002963466.1	WP_004690545.1	WP_004687975.1	WP_004687975.1	WP_006072128.1	6741.774481481481
1331	5	5	WP_002965329.1	WP_004684639.1	WP_004684639.1	WP_004684639.1	WP_004684639.1	6738.299239130435
2679	5	5	WP_002966456.1	WP_002966456.1	WP_002966456.1	WP_002966456.1	WP_006191659.1	6715.733077777779
1668	5	5	WP_002965188.1	WP_004689338.1	WP_006173538.1	WP_004689338.1	WP_004689338.1	6715.582581818182
586	5	5	WP_002967108.1	WP_002965461.1	WP_002965461.1	WP_002965461.1	WP_002965461.1	6707.871843749999
2540	5	5	WP_002964459.1	WP_004690951.1	WP_002964459.1	WP_015799663.1	WP_006190558.1	6703.897235714285
1706	5	5	WP_002966813.1	WP_004691856.1	WP_004689678.1	WP_015799605.1	WP_004689678.1	6703.768619444443
